size_cm,weight_g,color_intensity,ripeness_level,firmness,sweetness,defect_count,bruise_score,spot_score,defect_score,size_to_weight_ratio
0.41628552148159265,0.395294007796634,0.01428571428571429,0.31,0.17000000000000004,0.93,0.0,0.10999999999999999,0.13,0.09160305343511449,0.7974605103547214
0.28132263627502446,0.2927005765774178,0.6428571428571429,0.63,0.16000000000000003,0.37,0.4,0.8,0.26,0.5954198473282443,0.7957375930828334
0.06118317462697764,0.04129414785592572,0.0714285714285714,0.63,0.69,0.62,0.2,0.67,0.030000000000000027,0.3969465648854962,0.9069855916239311
0.4486766139311691,0.29335418660566315,0.45714285714285724,0.5,0.020000000000000073,0.91,0.6,0.04999999999999999,0.7,0.45801526717557245,0.8394539305243561
0.9411411861738024,0.29473143630803716,0.2285714285714286,0.92,0.52,0.09999999999999998,0.6,0.83,0.48,0.748091603053435,0.9131258862132132
0.45467496438479427,0.5918205373608161,0.5714285714285714,0.36,0.34,0.32,0.2,0.63,0.03999999999999998,0.38167938931297707,0.7574617935535309
0.4552747994301568,0.32827563668619725,0.5714285714285714,0.29,0.87,0.52,0.2,0.63,0.96,0.6564885496183206,0.8279181723629602
0.07437954562495319,0.03461798828170598,0.09999999999999998,0.51,0.87,0.91,0.4,0.47,0.29,0.45801526717557245,0.9338088202753889
0.038389442903201676,0.007329769602465119,0.34285714285714297,0.53,0.76,0.89,0.0,0.61,0.44000000000000006,0.4122137404580153,1.0
0.3862937692134664,0.26510889609934873,0.5714285714285714,0.7,0.84,0.96,0.0,0.48,0.67,0.42748091603053434,0.8367679537573882
1.0,0.25269030556268823,0.17142857142857143,0.81,0.72,0.92,0.0,0.49,0.66,0.42748091603053434,0.962625343730397
0.019194721451600838,0.0055089988094961795,0.0,0.76,0.95,0.84,0.4,0.24,0.75,0.48854961832061067,1.0
1.0,0.2965988935315951,0.4142857142857143,0.26,0.48,0.09999999999999998,0.2,0.7,0.37,0.5038167938931297,0.9205195065888753
0.556047087051061,0.5572725787249937,0.45714285714285724,0.55,0.66,0.44,0.8,0.6,0.7,0.7938931297709924,0.7858749273603642
0.5128589637849593,0.6492681902005183,0.842857142857143,0.08000000000000007,0.69,0.13999999999999996,0.4,0.56,0.12,0.44274809160305334,0.7588649016156575
0.16135562720251934,0.028011858353369556,0.01428571428571429,0.36,0.54,0.21999999999999997,0.0,0.5,1.0,0.5343511450381678,1.0
0.3167129039514135,0.42678400522888027,0.37142857142857155,0.5,0.31,0.91,0.0,0.97,0.08000000000000002,0.47328244274809156,0.7612775045333819
0.6316263027667393,0.705758771213147,0.9857142857142858,0.79,0.41,0.42,0.4,0.62,0.79,0.6870229007633588,0.7707375512206909
0.3485041613556273,0.39300637269777544,0.08571428571428574,0.2,0.72,0.89,0.4,0.54,0.25,0.47328244274809156,0.7805856235040939
0.3347079553122892,0.3733747286351223,0.35714285714285726,0.93,0.7,0.49,0.2,0.54,0.88,0.5954198473282443,0.7828442075618818
0.6064332308615132,0.49746726114054957,0.3857142857142857,0.59,0.2,0.8500000000000001,0.4,0.6,0.58,0.6106870229007634,0.8083699236616674
0.4990627577416211,0.4763649945143445,0.6571428571428573,0.69,0.81,0.8999999999999999,0.0,0.8500000000000001,0.74,0.6106870229007634,0.7934814324371049
0.5104596236035092,0.5825999673194987,0.028571428571428692,0.92,0.71,0.36,0.0,0.56,0.47,0.3969465648854962,0.7716706983313765
0.6712154157606659,0.62830598286608,0.4142857142857143,0.7,0.56,0.93,0.4,0.96,0.91,0.8702290076335877,0.7911773537635469
0.03419059758566395,0.0054856555942016105,0.5571428571428572,0.41,0.82,0.17000000000000004,0.2,0.93,0.97,0.7938931297709924,1.0
0.3724975631701283,0.7093769695837906,0.1428571428571429,0.66,0.7,0.97,0.0,0.7,0.85,0.5801526717557252,0.7131703119459718
0.45347529429406924,0.3364691052545578,0.7857142857142858,0.43,0.54,0.39,0.2,0.35,0.5,0.38167938931297707,0.8247369267418171
0.23393566769138496,0.7742711081024302,0.3857142857142857,0.3,0.53,0.63,0.0,0.07,0.28,0.12213740458015271,0.6501579741876782
0.46787133538276987,0.5304745675669367,0.9285714285714286,0.72,0.26,0.81,0.0,0.41,0.20999999999999996,0.2595419847328244,0.7738173262908238
0.365299542625778,0.352856042391279,0.4285714285714286,0.32,0.52,0.17000000000000004,0.2,0.37,0.19,0.30534351145038163,0.7981906089457165
0.5140586338756843,0.5633651579168515,0.1428571428571429,0.35,0.72,0.39,0.0,0.57,0.35,0.36641221374045796,0.7762197068162148
0.36769888280722807,0.35918205373608164,0.7285714285714288,0.96,0.41,0.34,0.2,0.36,0.8,0.48854961832061067,0.7967254650945208
0.4378795831146436,0.40512150143560777,0.9142857142857144,0.48,0.82,0.09999999999999998,0.2,0.69,0.53,0.5496183206106869,0.7993966263605382
0.049786308765089604,0.00658278671304191,0.0,0.2,0.9099999999999999,0.56,0.2,0.67,0.44000000000000006,0.5190839694656488,1.0
0.9771312888955539,0.28579098485025334,0.942857142857143,0.41,0.53,0.47,0.0,0.8,0.21999999999999997,0.44274809160305334,0.9203623091096724
1.0,1.0,0.6857142857142858,0.71,0.43,0.4,0.4,0.78,0.06000000000000005,0.5343511450381678,0.4318998647932771
0.3916922846217291,0.34419570951702894,0.5714285714285714,0.9899999999999999,0.93,0.99,0.4,0.55,0.79,0.6412213740458015,0.8079273698489061
0.4672715003374072,0.35710450757487344,0.34285714285714297,0.37,0.79,0.77,0.0,1.0,0.34,0.564885496183206,0.8206738240818225
0.4144860163455051,0.31209878848712624,0.5285714285714287,0.2,0.76,0.67,0.0,0.020000000000000018,0.44000000000000006,0.1374045801526717,0.8247369267418171
0.43008172752493073,0.25469782207801306,0.12857142857142861,0.53,0.57,0.69,0.0,0.54,0.61,0.42748091603053434,0.8513759435393775
0.34010647072055195,0.37444851653866806,0.7857142857142858,0.03999999999999998,0.44,0.88,0.0,0.42,0.47,0.33587786259541985,0.7842323117624346
0.4456774387043564,0.4171899437428511,0.942857142857143,0.32,0.72,0.94,0.4,0.58,0.57,0.5954198473282443,0.7979477882687829
0.4672715003374072,0.37944396461168567,0.028571428571428692,0.55,0.74,0.93,0.0,0.49,0.30000000000000004,0.32061068702290074,0.8137547044267092
1.0,1.0,0.0,0.76,0.17000000000000004,0.39,0.8,0.62,0.63,0.7786259541984732,0.16329386707739602
0.9183474544500263,0.29533835990569346,0.7428571428571429,0.8,0.9,0.99,0.0,0.20999999999999996,0.75,0.32061068702290074,0.9104013630920818
0.3473044912649022,0.4241695651158991,0.5857142857142857,0.65,0.89,0.19,0.4,0.010000000000000009,0.67,0.36641221374045796,0.7713605402524224
0.4636724900652322,0.6073904619622308,0.28571428571428575,0.95,0.82,0.32,0.6,0.74,0.59,0.748091603053435,0.7563974238888743
0.30651570818025053,0.4026471206143935,0.01428571428571429,0.21000000000000002,0.78,0.35,0.2,0.08000000000000002,0.0,0.10687022900763354,0.7652925262964896
0.3772962435330285,0.5765073881276408,0.5142857142857143,0.73,0.35,0.48,0.6,0.84,0.49,0.7633587786259541,0.7415171301499076
0.44267826347754385,0.6226102383342282,0.1428571428571429,0.9,0.32,0.030000000000000027,0.2,0.8,0.64,0.6412213740458015,0.7482556224914603
1.0,0.23940801606013218,0.4,0.69,0.67,0.65,0.4,0.53,0.10999999999999999,0.42748091603053434,0.9448962327877811
0.376696408487666,0.2863745652326152,0.5285714285714287,0.10000000000000003,0.39,0.71,0.2,0.43,0.28,0.36641221374045796,0.8254938908889716
0.29811801754517514,0.34419570951702894,0.6428571428571429,0.51,0.92,0.43000000000000005,0.6,0.030000000000000027,0.06000000000000005,0.2595419847328244,0.781720793001541
0.556047087051061,0.5776745488923645,0.9285714285714286,0.74,0.22999999999999998,0.75,0.0,0.16999999999999998,0.19999999999999996,0.1374045801526717,0.7814381122304219
0.3754967383969409,0.2914867293821051,0.6571428571428573,0.9,0.27,0.64,0.2,0.41,0.8400000000000001,0.5190839694656488,0.8230141959365582
0.27592412086676166,0.4818273068932515,0.20000000000000007,0.17999999999999994,0.49,0.47,0.4,0.63,0.41,0.564885496183206,0.732570173743218
0.09057509184974133,0.050444688251359726,0.5000000000000001,0.88,0.8,0.040000000000000036,0.0,0.67,0.33,0.4122137404580153,0.9067183309156222
0.3611006973082403,0.303181680244637,0.7857142857142858,0.75,0.82,0.45,0.4,0.42,0.46,0.48854961832061067,0.8148003152405175
0.47446952088175764,0.4118443474404165,0.27142857142857146,0.31,0.7,0.51,0.2,0.38,0.61,0.44274809160305334,0.8056871094283437
0.29451900727299996,0.3090408272835501,0.28571428571428575,0.57,0.33,0.29,0.0,0.08000000000000002,0.35,0.1374045801526717,0.7934814324371049
1.0,1.0,0.7000000000000002,0.36,0.33,0.68,0.4,0.38,0.65,0.5343511450381678,0.36546053887089547
0.3215115843143137,0.3380331006792876,0.028571428571428692,0.71,0.32,0.030000000000000027,0.2,0.53,0.37,0.42748091603053434,0.7911773537635469
0.43428057284246846,0.3387333971381219,0.04285714285714287,0.55,0.020000000000000073,0.8500000000000001,0.2,0.32,0.37,0.33587786259541985,0.8196835691632731
0.3605008622628778,0.47181306753192187,0.20000000000000007,0.79,0.89,0.38,1.0,0.51,0.55,0.7786259541984732,0.7616178237117202
0.45587463447551935,0.695090921823572,0.7428571428571429,0.08000000000000007,0.06,0.45,0.4,0.95,0.10999999999999999,0.6259541984732824,0.7373485501770647
0.46607183024668225,0.5994537687621093,0.9857142857142858,0.96,0.98,0.72,0.2,0.10999999999999999,0.67,0.33587786259541985,0.7585158221840228
0.45707430456624437,0.5284670510516118,0.1428571428571429,0.24,0.82,0.27,0.4,0.35,0.64,0.5038167938931297,0.7719799722270769
0.4666716652920448,0.4705992203366092,0.5714285714285714,0.87,0.67,0.99,0.4,0.10999999999999999,0.36,0.32061068702290074,0.7880270954888807
0.5212566544200345,0.5572959219402881,0.7285714285714288,0.66,0.7,0.75,0.0,0.45,0.49,0.3511450381679389,0.7791497517698412
0.032990927494938926,0.007353112817759522,0.942857142857143,0.4600000000000001,0.81,0.31000000000000005,0.8,0.95,0.29,0.8244274809160305,1.0
0.30891504836170064,0.32601134480263316,0.01428571428571429,0.83,0.25,0.57,0.6,0.58,0.32,0.5954198473282443,0.7914357923386831
0.31791257404213846,0.2982562618175028,0.7714285714285715,0.66,0.04999999999999999,0.3,0.2,0.13,0.44000000000000006,0.2595419847328244,0.804777889731837
0.3317087800854766,0.3440323070099677,0.6714285714285715,0.08999999999999997,0.45,0.91,0.2,0.13,0.16000000000000003,0.18320610687022898,0.7919508298548764
0.5092599535127841,0.3762226009010482,0.2285714285714286,0.35,0.63,0.73,0.0,0.20999999999999996,0.39,0.21374045801526714,0.8233993960415263
0.2963185124090876,0.24596745955787952,0.9000000000000001,0.2,0.29,0.20999999999999996,0.4,0.52,0.16000000000000003,0.44274809160305334,0.8208707950142574
0.9975256804378797,0.22332454072223915,0.09999999999999998,0.9,0.73,0.27,0.2,0.84,0.72,0.6870229007633588,0.9495022662109438
0.40788783084651736,0.31359275426597266,0.20000000000000007,0.9899999999999999,0.83,0.13999999999999996,0.2,0.75,0.8400000000000001,0.6717557251908397,0.822627623264343
0.3790957486691161,0.4163262447769556,0.6571428571428573,0.9099999999999999,0.18,0.86,0.8,0.45,0.77,0.748091603053435,0.7820027391264043
0.5338531903726477,0.6760428581432807,0.0714285714285714,0.49,0.98,0.56,0.2,0.5,0.5,0.45801526717557245,0.7578142754871147
0.3617005323536029,0.3242372604402531,0.6142857142857143,0.94,0.66,0.73,0.0,0.28,0.51,0.2900763358778626,0.8072601356829084
1.0,1.0,0.0714285714285714,0.49,0.9099999999999999,0.08999999999999997,0.0,0.06,0.27,0.10687022900763354,0.37782276506905943
0.3317087800854766,0.2577324400662948,0.6571428571428573,0.97,0.57,0.53,0.6,0.010000000000000009,0.04999999999999993,0.24427480916030533,0.8256823095437978
0.6160305915873135,0.5789584257335606,0.2285714285714286,0.77,0.5,0.74,0.2,0.45,0.83,0.5343511450381678,0.7922074345998712
0.38449426407737886,0.1850416676393007,0.0714285714285714,0.96,0.96,0.23999999999999994,0.2,0.96,0.34,0.6106870229007634,0.8768168618332274
0.3706980580340407,0.4587875533976051,0.6571428571428573,0.52,0.53,0.54,0.0,0.65,0.010000000000000009,0.30534351145038163,0.7682091919108468
0.11996700907250513,0.0419711010994655,0.7142857142857144,0.27,0.68,0.61,0.0,0.86,0.68,0.5954198473282443,0.9419068237861108
0.5638449426407739,0.48119704008030073,0.9571428571428572,0.52,0.37,0.96,0.2,0.24,0.08000000000000002,0.21374045801526714,0.804777889731837
0.42468321211666804,0.3454095567123416,0.9000000000000001,0.38,0.040000000000000036,0.07000000000000006,0.2,0.77,0.81,0.6717557251908397,0.8152157540695965
0.5272550048736598,0.33957375288872294,0.5142857142857143,0.72,0.0,0.010000000000000064,1.0,0.29,0.8400000000000001,0.7633587786259541,0.8386216841024906
0.6976081577566171,0.642218539181587,0.2285714285714286,0.39,0.26,0.79,0.2,0.86,0.020000000000000018,0.47328244274809156,0.7927188304196813
0.10197195771162937,0.04610285020658744,0.6857142857142858,0.44000000000000006,0.97,0.7,0.8,0.61,0.46,0.7328244274809159,0.9225426126596862
0.04678713353827696,0.01017764186839104,0.27142857142857146,0.13,0.4,0.63,0.6,0.16999999999999998,0.62,0.5038167938931297,1.0
0.3509035015370774,0.33348117369686503,0.44285714285714295,0.10999999999999999,0.08999999999999997,0.7,0.0,0.19,0.44000000000000006,0.2290076335877862,0.8008263703115174
0.42168403688985534,0.7511613249609002,0.7571428571428572,0.29,0.9099999999999999,0.15999999999999998,0.2,0.06,0.88,0.36641221374045796,0.7188601710244235
0.4108870060733299,0.4384556128761176,0.2285714285714286,0.83,0.35,0.77,0.6,0.39,0.30000000000000004,0.5038167938931297,0.7836791995339316
0.06658169003524034,0.038516305235883175,0.8857142857142859,0.10999999999999999,0.92,0.20999999999999996,0.2,0.34,0.52,0.3969465648854962,0.917815669225866
0.26932593536777394,0.38663367492238393,0.8,0.02999999999999997,0.31,0.5,0.6,0.66,0.07000000000000006,0.5496183206106869,0.7581656159073702
0.15415760665816902,0.03877308060412249,0.4,0.62,0.86,0.020000000000000018,0.0,0.03999999999999998,0.82,0.27480916030534347,0.9666007183780896
0.9687335982604784,0.3066831625388082,0.2571428571428572,0.32,0.68,0.27,0.2,0.9,0.16000000000000003,0.5343511450381678,0.9116870068985431
0.094773937167279,0.034081094329933004,0.8142857142857144,0.54,1.0,1.0,0.2,0.10999999999999999,0.19999999999999996,0.18320610687022898,0.9482321654859327
0.43488040788783094,0.3262914633861668,0.7571428571428572,0.8,0.41,0.31000000000000005,0.0,0.15999999999999992,0.7,0.2900763358778626,0.8241657172966607
0.09657344230336662,0.05450640771259829,0.2285714285714286,0.76,0.41,0.10999999999999999,0.2,0.65,0.030000000000000027,0.38167938931297707,0.9022572139164522
0.6352253130389144,0.6434090431616052,0.04285714285714287,0.38,0.56,0.96,0.2,0.19,0.19999999999999996,0.2290076335877862,0.7825644426421509
0.035990102721751516,0.005905833469502075,0.842857142857143,0.73,0.47,0.88,0.2,0.75,0.79,0.6564885496183206,1.0
0.39469145984854176,0.3139662457106842,0.0,0.08000000000000007,0.85,0.89,0.2,0.61,0.57,0.5343511450381678,0.8192849224008123
0.23153632750993483,0.38014426107051996,0.3285714285714286,0.28,0.6,0.67,0.0,0.2,0.17000000000000004,0.15267175572519082,0.7463167867267729
1.0,1.0,0.45714285714285724,0.020000000000000018,0.76,0.37,0.4,0.57,0.58,0.5954198473282443,0.35150629039871717
0.4456774387043564,0.5183594388291044,0.7428571428571429,0.25,0.68,0.44,0.2,0.12,0.73,0.3511450381679389,0.7716706983313765
0.2855214815925621,0.29260720371623994,0.6571428571428573,0.38,0.20999999999999996,0.54,0.4,0.36,0.19999999999999996,0.38167938931297707,0.7972160482024545
0.30891504836170064,0.3896449496953711,0.35714285714285726,0.020000000000000018,0.58,0.52,0.8,0.24,0.10999999999999999,0.44274809160305334,0.7701109640433761
0.07377971057959065,0.04579938840775932,0.0714285714285714,0.94,0.27,0.41,0.8,0.24,0.8400000000000001,0.6717557251908397,0.9054623342663878
0.3125140586338757,0.31574033007306435,0.5142857142857143,0.79,0.72,0.41,0.2,0.59,0.8400000000000001,0.6106870229007634,0.7964793391230166
0.3617005323536029,0.5286771399892622,0.5571428571428572,0.44000000000000006,0.98,0.49,0.2,0.14999999999999997,0.15000000000000002,0.18320610687022898,0.7478706173983525
0.46787133538276987,0.6371997478932748,0.6000000000000001,0.56,0.15000000000000002,0.8,0.0,0.16999999999999998,0.45,0.21374045801526714,0.7512874434725721
0.31131438854315074,0.3361423002404351,0.6857142857142858,0.10000000000000003,0.2,0.29,0.4,0.95,0.9000000000000001,0.8702290076335877,0.7888232773744798
1.0,1.0,0.6000000000000001,0.22000000000000008,0.67,0.92,0.2,0.09999999999999998,0.62,0.30534351145038163,0.2939349591849719
1.0,0.26973085272765474,0.6285714285714287,0.86,0.22999999999999998,0.87,0.0,0.09999999999999998,0.24,0.12213740458015271,0.9425498032729919
0.447476943840444,0.3632671164126147,0.5714285714285714,0.44000000000000006,0.31,0.04999999999999999,0.2,0.81,0.68,0.6564885496183206,0.8145919977294559
0.1607557921571568,0.044071990475968215,0.7142857142857144,0.72,0.36,0.8,0.4,0.26,0.58,0.44274809160305334,0.9570501857790054
0.377896078578391,0.349214500805341,0.5142857142857143,0.89,0.47,0.20999999999999996,0.4,0.49,0.27,0.45801526717557245,0.8027038493729551
0.38749343930419144,0.39426690632367706,0.3142857142857144,0.36,0.07000000000000006,0.18,0.4,0.95,0.46,0.7328244274809159,0.7906586223131756
0.1133688235735173,0.03650878872055846,0.9285714285714286,0.41,1.0,0.15999999999999998,0.6,0.06,0.51,0.4122137404580153,0.9520574561843276
0.048586638674364635,0.005625714885968414,0.9714285714285715,0.36,0.39,0.43000000000000005,0.0,0.68,0.52,0.47328244274809156,1.0
0.8301717027817352,1.0,0.08571428571428574,0.95,0.2,0.19,0.2,0.06,0.12,0.1374045801526717,
0.3323086151308391,0.3640140993020379,0.09999999999999998,0.82,0.020000000000000073,0.81,0.6,0.19,0.15000000000000002,0.36641221374045796,0.7853301475692216
0.4420784284321812,0.6426387170568875,0.27142857142857146,0.86,0.06,0.4,0.4,0.45,0.94,0.6412213740458015,0.7443426699315496
0.4456774387043564,0.2754499404748011,0.7571428571428572,0.29,0.72,0.62,0.2,0.4,0.73,0.48854961832061067,0.8460477381362451
0.09417410212191651,0.04764350241602283,0.9714285714285715,0.47,0.71,0.29,0.4,0.93,0.91,0.8549618320610687,0.9144629117678417
0.9951263402564297,0.2685170055323421,0.47142857142857153,0.8,0.07000000000000006,0.7,0.6,0.21999999999999997,0.98,0.6259541984732824,0.929122937940669
0.07317987553422817,0.03793272485352128,0.09999999999999998,0.98,0.86,0.28,0.0,0.27,0.49,0.27480916030534347,0.9238453027499782
0.035990102721751516,0.0068862485118699746,0.9285714285714286,0.4,0.97,0.12,0.0,0.31,0.8400000000000001,0.3969465648854962,1.0
0.04678713353827696,0.00842690072130542,0.3857142857142857,0.17999999999999994,0.8,0.28,0.2,0.39,0.20999999999999996,0.32061068702290074,1.0
0.3724975631701283,0.7481267069726185,0.8285714285714287,0.9099999999999999,0.61,0.13999999999999996,0.4,0.51,0.58,0.564885496183206,0.7060370181738016
0.022193896678413427,0.004738672704778402,0.5285714285714287,0.81,0.08999999999999997,0.81,0.4,0.44,0.45,0.48854961832061067,1.0
0.35330284171852744,0.26436191320992564,0.45714285714285724,0.4,0.76,0.81,0.0,0.54,0.87,0.5190839694656488,0.8286533360516635
0.49966259278698366,0.3679124162562152,0.9285714285714286,0.27,0.6,0.62,0.2,0.48,0.96,0.5954198473282443,0.8239746438531721
0.3173127389967759,0.2612105791451715,0.1428571428571429,0.89,0.59,0.04999999999999999,1.0,0.94,0.93,1.0,0.8200807564405717
0.2897203269100998,0.3983052825696212,0.9000000000000001,0.25,0.16000000000000003,0.91,0.4,0.97,0.10999999999999999,0.6259541984732824,0.7612775045333819
0.032990927494938926,0.007353112817759522,0.8142857142857144,0.2,0.65,0.28,0.2,0.61,0.14000000000000007,0.3969465648854962,1.0
0.38449426407737886,0.45572959219402887,0.9714285714285715,0.71,0.57,0.23999999999999994,0.2,0.37,0.63,0.44274809160305334,0.7725958875333482
0.389292944440279,0.24589742991199612,0.0714285714285714,0.92,0.64,0.52,0.4,0.10999999999999999,0.71,0.42748091603053434,0.8460477381362451
0.3293094399040265,0.3812647354046547,0.5142857142857143,0.94,0.74,0.08000000000000002,0.4,0.36,0.5,0.47328244274809156,0.7788602827660115
0.35210317162780247,0.4240061626088378,0.9571428571428572,0.76,0.98,0.54,0.6,0.98,0.72,0.9007633587786259,0.7725958875333482
0.4792682012446578,0.4205513667452555,0.6571428571428573,0.58,0.38,0.8999999999999999,0.4,0.19,0.6,0.42748091603053434,0.8043204063367165
0.11156931843742968,0.0476901888466118,0.8714285714285717,0.33,0.21999999999999997,0.86,0.2,0.43,0.97,0.564885496183206,0.9246799603810869
0.33950663567518946,0.27640701230187453,0.24285714285714288,0.13,0.41,0.8500000000000001,0.4,0.47,0.7,0.5801526717557252,0.8198823445693475
0.8991527329984255,0.27150493709003487,0.4857142857142858,0.3,0.43,0.13999999999999996,0.0,0.10999999999999999,0.73,0.27480916030534347,0.9174930945399193
0.13076403988903051,0.038212843437055055,0.27142857142857146,0.96,0.93,0.77,0.0,0.030000000000000027,0.010000000000000009,0.015267175572519054,0.9567693866478757
0.5272550048736598,0.34643665818529845,0.5000000000000001,0.15999999999999998,0.48,0.09999999999999998,0.0,0.58,0.46,0.4122137404580153,0.8362568449174435
0.32631026467721386,0.569784542122832,0.04285714285714287,0.73,0.14,0.28,0.0,0.27,0.37,0.24427480916030533,0.7280356513707218
0.48526655169828303,0.4791194939190924,0.8857142857142859,0.3,0.72,0.18,0.4,0.88,0.98,0.8549618320610687,0.7898758447537817
0.3700982229886782,0.3659749293867738,0.7285714285714288,0.87,0.86,0.76,0.2,0.65,0.61,0.564885496183206,0.7952402632227239
0.3443053160380896,0.35189897056420555,0.3285714285714286,0.74,0.96,0.92,0.4,0.82,0.22999999999999998,0.5954198473282443,0.7929736271761872
0.14815925620454384,0.0372090851793927,0.9857142857142858,0.44000000000000006,0.030000000000000027,0.18,0.0,0.26,0.56,0.2900763358778626,0.967775631732895
1.0,0.2587128551086627,0.2571428571428572,0.2,0.92,0.73,0.4,0.63,0.14000000000000007,0.48854961832061067,0.9502214173639532
